Category,Subcategory,Sentence1,Sentence2,Similarity
Verbosity,Hedging language,Ritesh visited New York last summer and enjoyed the museums.,Ritesh possibly visited New York last summer and perhaps enjoyed the museums to some extent.,0.9822632670402527
Contractions,Expanded contractions,I don't think they'll be able to attend the party.,I do not think they will be able to attend the party.,0.9903252124786377
Contractions,Mixed contractions,I don't think they'll be able to attend the party.,I don't think they will be able to attend the party.,0.9985799789428711
Contractions,Additional contractions,I don't think they'll be able to attend the party.,I don't think they'll've been able t'attend the party.,0.9817907810211182
Contractions,Formal expansion,I don't think they'll be able to attend the party.,I do not believe they will be capable of attending the gathering.,0.9514853358268738
Contractions,Informal contractions,I don't think they'll be able to attend the party.,I dunno if they gonna make it to the party.,0.9217873215675354
Missing Information,Subject omitted,Ritesh visited New York last summer and enjoyed the museums.,Visited New York last summer and enjoyed the museums.,0.9408342242240906
Missing Information,Object omitted,Ritesh visited New York last summer and enjoyed the museums.,Ritesh visited New York last summer and enjoyed.,0.9710439443588257
Missing Information,Truncated sentence,Ritesh visited New York last summer and enjoyed the museums.,Ritesh visited New York last...,0.9212555885314941
Missing Information,Key detail omitted,Ritesh visited New York last summer and enjoyed the museums.,Ritesh visited last summer and enjoyed the museums.,0.9755495190620422
Missing Information,Partial information,Ritesh visited New York last summer and enjoyed the museums.,Ritesh New York museums summer.,0.9538707733154297
Language Mixing,Light Spanish,Ritesh visited New York last summer and enjoyed the museums.,Ritesh visitó New York last summer y enjoyed the museums.,0.962425708770752
Language Mixing,Light French,Ritesh visited New York last summer and enjoyed the museums.,Ritesh a visité New York last summer et a apprécié les museums.,0.9418591856956482
Language Mixing,Spanglish,Ritesh visited New York last summer and enjoyed the museums.,Ritesh visited Nueva York el verano pasado and enjoyed los museos.,0.9489840269088745
Language Mixing,Transliteration,Ritesh visited New York last summer and enjoyed the museums.,Dzhon vizited N'yu York proshlogo leta i naslazhdalsya muzeyami.,0.811410665512085
Language Mixing,Machine translation,Ritesh visited New York last summer and enjoyed the museums.,Ritesh ha visitato New York la scorsa estate e si è divertito nei musei.,0.9220079183578491
temporal_direction,temporal_direction,She completed her degree before starting the job,She started her job before completing her degree,0.9724590182304382
quant_threshold,quant_threshold,The company barely exceeded earnings expectations,The company significantly missed earnings expectations,0.9491641521453857
hypo_fact,hypo_fact,"If the treatment works, symptoms should improve",The treatment works and symptoms have improved,0.948503315448761
scaler_inversion,scaler_inversion,The meeting ran significantly shorter than planned,The meeting ran significantly longer than planned,0.9572035670280457
medicine_domain_based,medicine_domain_based,The patient presents with tachycardia,The patient presents with bradycardia,0.9354276657104492
legal_domain_based,legal_domain_based,Plaintiff bears the burden of proof,Defendant bears the burden of proof,0.9704129099845886
attribution,attribution,Research supports the efficacy of this treatment,Research questions the efficacy of this treatment,0.9367403984069824
Numerical,Numerical,The procedure takes about 5 minutes,The procedure takes about 5 hours,0.9567148685455322
unit_conversion,unit_conversion,The tumor is 2 centimeters in diameter,The tumor is 2 inches in diameter,0.9836008548736572
miles,miles,Maintain speeds under 30 mph,Maintain speeds under 30 kph,0.9670877456665039
exact,exact,The product costs between $50-$100,The product costs exactly $101,0.9007679224014282
domain_significance,domain_significance,The patient's fever was 101°F,The patient's fever was 104°F,0.9717833995819092
Percentages,Percentages,Only 5% of patients experienced side effects,Up to 95% of patients experienced side effects,0.9402212500572205
date_time,date_time,Submit your application by 12/10/2023,Submit your application by 10/12/2023,0.9931725263595581
stats,stats,The results showed a significant difference (p<0.05),The results showed significant difference (p>0.05),0.9941238164901733
Counterfactual,Counterfactual,"If demand increases, prices will rise","If demand decreases, prices will fall",0.9204224348068237
Taxonomic,Taxonomic,This component is a type of resistor,This resistor is a type of component,0.9729690551757812
Procedural,Procedural,Add the eggs after heating the oil,Add the eggs before heating the oil,0.9825880527496338
Comparison,Comparison,This material is aluminum,This material resembles aluminum,0.9662360548973083
Metaphorical,Metaphorical,The market is climbing a wall of worry,Rock climbers are scaling a worrying wall,0.8846369385719299
Presupposition,Presupposition,What caused the system to fail?,Did the system fail?,0.9526679515838623
Reference,Reference,The car is to the left of the tree,the tree is to the right of the car,0.9580079317092896
Extensional,Extensional,The Morning Star is visible at dawn,The Evening Star is visible at dawn,0.9741322994232178
